TID,UA
TID_CLAN_RESPONSE_53,"Запит на вступ не було відправлено: щоб вступити в цей клуб, потрібно більше трофеїв."
TID_CLAN_RESPONSE_54,Запит на вступ неможливий: можливість вступу в цей клуб заблокована через раніше відхилений запит або виключення.
TID_CLAN_RESPONSE_55,Запит на вступ неможливий: не можна вступити в клуб в іншому регіоні.
TID_CLAN_RESPONSE_70,Гравець вигнаний
TID_CLAN_RESPONSE_80,Клуб покинутий
TID_CLAN_RESPONSE_81,Підвищення успішне
TID_CLAN_RESPONSE_82,Пониження успішне
TID_CLAN_RESPONSE_90,Гравець прийнятий
TID_CLAN_RESPONSE_91,Гравець не прийнятий
TID_CLAN_RESPONSE_92,Прийняти не вдалося: гравець уже в клубі.
TID_CLAN_RESPONSE_93,Дія не вдалася: запит не знайдений.
TID_CLAN_RESPONSE_94,Дія не вдалася: запит уже було розглянуто.
TID_CLAN_RESPONSE_95,Дія не вдалася: недостатньо прав.
TID_CLAN_RESPONSE_96,Прийняти не вдалося: гравець заблокований у цьому клубі.
TID_CLAN_RESPONSE_100,Тебе виключили з клубу
TID_CLAN_RESPONSE_101,Тебе підвищили в званні
TID_CLAN_RESPONSE_102,Тебе понизили в званні
TID_CLAN_RESPONSE_112,Листа клубу можна надіслати через <TIME>
TID_CLAN_RESPONSE_113,Лист клубу відправлено
TID_CLAN_NO_RIGHTS,Недостатньо прав для вчинення цієї дії
TID_ALLIANCE_NAME_TOO_SHORT,Назва клубу надто коротка
TID_CLAN_JOIN_REQUEST_TITLE,Попросити прийняти в клуб
TID_CLAN_JOIN_REQUEST_SEND,Відправити
TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE,Я хочу вступити у ваш клуб...
TID_CLAN_JOIN_REQUEST_ENTRY_TITLE,Прийняти цього гравця в клуб?
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT,Прийняти
TID_CLAN_JOIN_REQUEST_ENTRY_REJECT,Відхилити
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY,Прийнято гравцем <name>
TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY,Відхилено гравцем <name>
TID_HINT_DRAG_TO_AIM,Затисни та потягни для прицілювання
TID_HINT_RELEASE_TO_SHOOT,Відпусти для пострілу
TID_HINT_ACTIVATE_ULTI,Затисни та потягни <cff9900>ЖОВТИЙ ДЖОЙСТИК</c> для наведення Супера на ціль!
TID_HINT_DRAG_TO_ULTI,Затисни та потягни для наведення СУПЕРА на ціль і відпусти для пострілу!
TID_HINT_COLLECT_GOLD,Полеглий боєць втрачає <ce662f9>КРИСТАЛИ</c>
TID_HINT_HOLD_GOLD,Не втрать свої <ce662f9>КРИСТАЛИ</c>!
TID_HINT_GO_AFTER_ENEMY,У погоню за ворогом!
TID_HINT_ATTACK_BASE,Зламай сейф ворога та захисти свій власний!
TID_HINT_DEFEND_BASE,Зламай сейф ворога та захисти свій власний!
TID_HINT_SHOOT_ENEMIES,"Перемагай ворогів, щоб отримати зірки."
TID_HINT_YOU_ARE_WINNING,Твоя команда перемагає! Захищайся!
TID_HINT_YOU_ARE_LOSING,Твоя команда програє! Переходь у напад!
TID_HINT_TAP_TO_MOVE,Натисни для переміщення.\nТримайся поруч із командою.
TID_BOUNTY_1,<EMPTY>
TID_BOUNTY_2,Бережися: за твою голову призначена велика нагорода!
TID_BOUNTY_3,Бережися: за твою голову призначена величезна нагорода!
TID_BOUNTY_4,Розшукується живим або мертвим!
TID_NO_CLAN_TITLE,Знайти клуб
TID_NO_CLAN_BODY,"Вступи в клуб, щоб спілкуватися та грати з класними людьми!"
TID_NO_CLAN_SUGGESTIONS,Рекомендовані клуби
TID_NO_CLAN_RESULTS,Результати пошуку
TID_NO_CLAN_EMPTY,Рекомендованих клубів немає :-(
TID_NO_CLAN_WAITING_FOR_DATA,Чекаємо дані...
TID_CONNECTING_TO_SERVER,Під'єднання до сервера...
TID_TEAM_ADVERTISE,РОЗПОВІСТИ
TID_TEAM_AD_BUTTON_SUBLABEL_CLAN,клубу
TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS,друзям
TID_TEAM_AD_INFO_0,Розшукуються гравці для командної гри
TID_TEAM_AD_JOIN,Вступити в команду
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM,Не можна вступити. Ти вже в команді.
TID_TEAM_MEMBER_STATUS_0,<c999999>НЕ В МЕРЕЖІ</c>
TID_TEAM_MEMBER_STATUS_1,<cff1e00>БІЙ</c>
TID_TEAM_MEMBER_STATUS_2,<c006cff>НЕМАЄ НА МІСЦІ</c>
TID_TEAM_MEMBER_STATUS_3,<c999999>ГРАВЕЦЬ НЕ ГОТОВИЙ</c>
TID_TEAM_MEMBER_STATUS_4,<cff1e00>ПІДБІР СУПРОТИВНИКІВ</c>
TID_TEAM_MEMBER_STATUS_5,<cff1e00>ЕКРАН ЗАКІНЧЕННЯ</c>
TID_TEAM_MEMBER_STATUS_6,<c999999>НЕ В МЕРЕЖІ</c>
TID_TEAM_MEMBER_STATUS_7,<cff1e00>СПОСТЕРЕЖЕННЯ</c>
TID_TEAM_MEMBER_STATUS_8,<cff1e00>ТРЕНУВАННЯ</c>
TID_TEAM_MEMBER_STATUS_9,<c999999>ДРУКУЄ...</c>
TID_TEAM_MEMBER_STATUS_10,<c999999>БІЙЦІ</c>
TID_TEAM_MEMBER_STATUS_11,<c999999>ПОДІЇ</c>
TID_TEAM_MEMBER_STATUS_READY,<c2edd1b>ГОТОВО!</c>
TID_TEAM_STATUS_IN_MATCH,БІЙ
TID_TEAM_STATUS_IN_MATCHMAKING,ПІДБІР СУПРОТИВНИКІВ
TID_TEAM_STATUS_FULL,<cff1e00>ЗАПОВНЕНА</c>
TID_TEAM_STATUS_WAITING_FOR_PLAYERS,ВІДКРИТА
TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE,Для використання цієї можливості потрібно бути в клубі.
TID_TEAM_AD_POST_FAIL_NO_FRIENDS,Для використання цієї можливості потрібні друзі.
TID_TEAM_AD_POST_FAIL_TEAM_FULL,Не можна розповісти. Команда вже набрана.
TID_TEAM_AD_POST_FAIL_NOT_CRETOR,Це може зробити тільки творець команди.
TID_TEAM_LOC_INFO,<MODE> в <LOC>
TID_TEAM_DISPLAY_TITLE_EVENT,КОМАНДИ
TID_STREAM_EVENT_1,<target> виключається з клубу гравцем <sender>. Бувай!
TID_STREAM_EVENT_2,<target> приймається в клуб гравцем <sender>. Ласкаво просимо!
TID_STREAM_EVENT_3,<sender> вступає в клуб! Ласкаво просимо!
TID_STREAM_EVENT_4,<sender> покидає клуб! Бувай!
TID_STREAM_EVENT_5,<target> підвищується в званні гравцем <sender>. Вітаємо!
TID_STREAM_EVENT_6,<target> понижається в званні гравцем <sender>. Нічого особистого!
TID_STREAM_EVENT_101,Команда створена гравцем <sender>
TID_STREAM_EVENT_102,<sender> приєднується
TID_STREAM_EVENT_103,<sender> покидає
TID_STREAM_EVENT_104,<sender> виключається гравцем <target>. Бувай!
TID_STREAM_EVENT_105,розпочався підбір супротивників
TID_STREAM_EVENT_106,підбір супротивників скасований
TID_STREAM_EVENT_107,гра розпочалася
TID_STREAM_EVENT_108,гра виграна
TID_STREAM_EVENT_109,гра програна
TID_STREAM_EVENT_110,тренування розпочалося
TID_STREAM_EVENT_111,тренування закінчилося
TID_STREAM_EVENT_112,гра закінчилася нічиєю
TID_STREAM_EVENT_113,зіткнення закінчено
TID_CHAT_BOTTOM_BUTTON,Прокрутити вниз
TID_CHAT_BOTTOM_NEW_MESSAGES,Нових повідомлень: <count>
TID_CHAT_BOTTOM_NEW_MESSAGE,Нове повідомлення!
TID_HERO_INFO_UPGRADE_TITLE,<c<COLOR>><NAME></c>
TID_HERO_INFO_UPGRADE_INFO,Поліпшити до <LVL>-го рівня
TID_HERO_INFO_ITEMS,ПОЛІПШЕННЯ
TID_HERO_INFO_SKINS,БОЄЦЬ
TID_HERO_INFO_SKIN_OWNED,У тебе є цей скін
TID_HERO_INFO_SKIN_ACTIVE,ВИБРАНИЙ
TID_HERO_INFO_SKIN_ACTIVATE,ВИБРАТИ
TID_HERO_INFO_LEADERBOARD,Список лідерів
TID_HERO_INFO_LEADERBOARD_LABEL,<HERO>: найкращі гравці
TID_HERO_INFO_ABILITY_POWER,<BASEPOW>
TID_HERO_INFO_ABILITY_POWER_UPG,<BASEPOW> <c00ff00>+<UPGPOW></c>
TID_CLAN_SEARCH_GO,ШУКАТИ
TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL,Затисни та потягни для наведення Супера на ціль!
TID_HINT_SHOOT,"Затисни та потягни для прицілювання, відпусти для пострілу."
TID_HERO_SCORE_SUM_LEADERBOARD,Найкращі гравці
TID_ALLIANCE_LEADERBOARD,Найкращі клуби
TID_HINT_MAKE_GOAL,"Затисни та потягни для прицілювання та відпусти, щоб ударити м'яч."
TID_BATTLE_ROYALE_INTRO_TEXT,Бій на виживання!
TID_HINT_COLLECT_BUFFS,"Щоб стати сильнішим, збирай <c50d050>кубики посилень</c>\nзі скринь і забирай у переможених ворогів!"
TID_PLAYERS_LEFT,Залишилося бійців: <num>
TID_AVOID_POISON,"Тримайся подалі від <c90ee90>отруйних хмар</c>, що підступають!"
TID_CLAN_CREATE_COOLDOWN,Створення клубу ще неможливо. Спробуй знову через <TIME>
TID_CLAN_CREATE_XP_LEVEL_REQUIRED,"Щоб створити клуб, потрібно досягти <LEVEL>-го рівня досвіду."
TID_PLAYER_DATA_MISSING,Немає даних про гравця
TID_ALLIANCE_DATA_MISSING,Немає даних про клуб
TID_BATTLE_END_PLAYER_NAME_YOU,<c00ff00><NAME></c>
TID_BATTLE_END_PLAYER_NAME_OTHER,<NAME>
TID_RECHARGE_HINT,Дочекайся перезарядки!
TID_EVENT_EXPIRED,"Час, відведений для події, сплинув."
TID_DOUBLE_COINS_INFO,За бій тут можна отримати вдвічі більше жетонів
TID_DOUBLE_XP_INFO,За бій тут можна отримати вдвічі більше досвіду
TID_SETTINGS_TITLE,НАЛАШТУВАННЯ
TID_SETTINGS_CONTROL_MODE_TITLE,РЕЖИМ КЕРУВАННЯ
TID_SETTINGS_CONTROL_MODE_VALUE_0,"Натисни, щоб розпочати рух"
TID_SETTINGS_CONTROL_MODE_INFO_0,"Натисни на область екрану, щоб відправити туди бійця. Затисни та потягни для прицілювання, відпусти для пострілу."
TID_SETTINGS_CONTROL_MODE_VALUE_1,Керування джойстиком (для правші)
TID_SETTINGS_CONTROL_MODE_INFO_1,"Пересувайся за допомогою віртуального джойстика в лівому нижньому кутку. Торкнися цілі, щоб вистрілити."
TID_SETTINGS_CONTROL_MODE_VALUE_2,Керування джойстиком (для шульги)
TID_SETTINGS_CONTROL_MODE_INFO_2,"Пересувайся за допомогою віртуального джойстика в правому нижньому кутку. Торкнися цілі, щоб вистрілити."
TID_CHANGE_NAME_TITLE,ЗМІНИТИ ІМ'Я
TID_SETTINGS_PLAYERNAME_CURRENT,Нинішнє ім'я:
TID_SETTINGS_PLAYERNAME_ENTERNEW,Введи нове ім'я:
TID_ERROR_NAMES_DONT_MATCH,"Імена не збігаються. Будь ласка, спробуй знову."
TID_CONTINUE,Продовжити
TID_NAMECHANGE_WARNING,УВАГА: змінити ім'я можна тільки ОДИН РАЗ.
TID_CONFIRM,Підтвердити
TID_INVALID_NAME,Неприпустиме ім'я! Спробуй яке-небудь інше.
TID_SETTINGS_PLAYERNAME_REENTERNEW,Введи нове ім'я ще раз:
TID_NAME_ALREADY_CHANGED,Змінити ім'я можна тільки один раз.
TID_NAME_CHANGE_ALREADY_USED,Твоє ім'я вже було одного разу змінено.
TID_NAME_CHANGED_SUCCESS,Ім'я змінене!
TID_NAME_CHANGE_IN_PROGRESS,Неможливо змінити ім'я. Попередня зміна ще не закінчена.
TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW,Зміна імені доступна після досягнення <level>-го рівня досвіду.
TID_CONFIRM_CONFIRM,"Будь ласка, введи \q<confirmword>\q та натисни кнопку «OK» для завершення дії"
TID_CONFIRM_WORD,ПІДТВЕРДИТИ
TID_SETTINGS_PLAYERNAME_CONFIRM_NEW,Точно хочеш змінити ім'я?\nНове ім'я:
TID_BUTTON_CONFIRM,OK
TID_EVENTS_TIME,<cFFFFFF><TIME></c>
TID_EVENTS_TEASER_TIME,<TIME>
TID_EVENTS_TIME_ENDING,<cFFFF00><TIME></c>
TID_EVENTS_TIME_ENDING_SOON,<cff0000><TIME></c>
TID_EVENTS_NEXT_EVENT_STARTING_AT,Нова подія через
TID_EVENTS_TIME_LEFT,Залишилося
TID_EVENTS_NEW,НОВЕ!
TID_EVENTS_PRO_LEAGUE_REQ,"Щоб розблокувати, отримай зоряну силу для бійця"
TID_EVENTS_FREE_REWARD,<AMOUNT>
TID_EVENTS_XP_CAP_REACHED,Весь досвід отриманий
TID_EVENTS_EVENT_LOCKED,ЗАБЛОКОВАНО
TID_EVENTS_TROPHY_REQ,"Щоб розблокувати, збери <c00ffff><COUNT></c> трофеїв"
TID_GAME_STARTING,<LOCATION>: тут незабаром розпочнеться гра. Приєднуйся!
TID_WEEKEND_EVENT,Подія з подвійним досвідом
TID_PLAYER_KILLED_SOMEONE,<name>
TID_SHOP_TEMPORARILY_DISABLED,Крамниця тимчасово зачинена.
TID_GATCHA_TEMPORARILY_DISABLED,Ящики тимчасово недоступні.
TID_SHOP_WELCOME_TITLE,ЛАСКАВО ПРОСИМО В КРАМНИЦЮ!
TID_SHOP_WELCOME,Нові розділи крамниці будуть відкриватися у міру твого просування в грі!\n\nНе забувай заглядати частіше!
TID_SHOP_SPECIAL_OFFER,ОСОБЛИВА АКЦІЯ
TID_SHOP_COIN_BOOSTERS,ПРИСКОРЮВАЧІ
TID_SHOP_GEM_PACKS,КРИСТАЛИ
TID_SHOP_PURCHASED,Куплено
TID_SHOP_OBTAINED,Придбано
TID_SHOP_INVALIDATED,Термін минув
TID_SHOP_ACTIVE,Діє
TID_SHOP_DOUBLE_COINS_TITLE,ПОДВОЮВАЧ ЖЕТОНІВ
TID_SHOP_DOUBLE_COINS_INFO,Подвоїть наступні
TID_SHOP_DOUBLE_COINS_INFO_2,зароблених тобою в боях
TID_SHOP_DOUBLE_COINS_INFO_COMBINED,Наступні зароблені в бою жетони (<AMOUNT>) подвоюються.
TID_SHOP_DOUBLE_COINS_COINS_REMAINING,Ще жетонів:
TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2,Бракує кристалів
TID_SHOP_OFFER_PURCHASE_ERROR_3,Ці предмети вже куплені.
TID_SHOP_OFFER_PURCHASE_ERROR_4,Неможливо придбати. У тебе вже є щось із пропонованих предметів.
TID_SHOP_OFFER_TITLE,Обмежена пропозиція!
TID_SHOP_GEM_PACK_1_TITLE,Жменя кристалів
TID_SHOP_GEM_PACK_2_TITLE,Мішечок кристалів
TID_SHOP_GEM_PACK_3_TITLE,Ранець кристалів
TID_SHOP_GEM_PACK_4_TITLE,Відро кристалів
TID_SHOP_GEM_PACK_5_TITLE,Ящик кристалів
TID_SHOP_GEM_PACK_6_TITLE,Сейф кристалів
TID_SHOP_HEROES_OF_RARITY,ГАРАНТОВАНІ БІЙЦІ
TID_SHOP_HERO_OF_RARITY_TITLE,<c<COLOR>><NAME></c> БОЄЦЬ
TID_SHOP_HERO_OF_RARITY_BOX,Ящик
TID_SHOP_HERO_POWER_TITLE,<cffffff>+<AMOUNT></c> СИЛИ
TID_SHOP_GATCHA_BOXES,ЯЩИКИ
TID_SHOP_GATCHA_BOX_1,ВЕЛИКИЙ ЯЩИК
TID_SHOP_GATCHA_BOX_2,ЯЩИК
TID_SHOP_GATCHA_BOX_3,МЕГАЯЩИК
TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3,Купити ящик сьогодні більше не вийде.
TID_SHOP_TICKETS,КВИТКИ ПОДІЙ
TID_SHOP_TICKET_PACK_0,Пачка квитків
TID_SHOP_TICKET_PACK_1,Стопка квитків
TID_SHOP_TICKET_PACK_2,Котушка квитків
TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS,МОНЕТИ
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0,Жменя монет
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1,Мішечок монет
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2,Сумка монет
TID_HERO_LVL_MATERIAL_RECEIVED,Куплено <AMOUNT> монет
TID_SHOP_DAILY_OFFERS,АКЦІЇ ДНЯ
TID_SHOP_SKINS,СКІНИ
TID_SHOP_LEGENDARY_SKINS,ЗОРЯНА КРАМНИЦЯ
TID_SHOP_STAR_BOXES,ЗОРЯНІ ЯЩИКИ
TID_SHOP_FREE,ПОДАРУНОК
TID_SHOP_CLAIM,ЗАБРАТИ
TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN,<TIME>
